Samsung	/samsung-galaxy-star-pro-s7262/p/itmeyfqdbfy7hf7c?pid=MOBDP6W62AJNWKZJ&srno=b_1&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-s-duos-2-s7582/p/itmeyfrhhsvhygrz?pid=MOBDQZPYAZSDKBWH&srno=b_2&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-star-advance-350e-sm-g350ezkains-sm-g350ezkainu/p/itmeyfhgda8zyhpd?pid=MOBEYAW2FRFCVE45&srno=b_3&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-s-duos-2-s7582/p/itmeyfrhhsvhygrz?pid=MOBDQZPY6EUNAPXJ&srno=b_4&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-grand-2/p/itmefr9gpgdgvryz?pid=MOBDT55VZHY3DCWP&srno=b_5&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-grand-2/p/itmefr9gsjsztumy?pid=MOBDRRYRWADX9DNK&srno=b_6&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-star-pro-s7262/p/itmeyfqdbfy7hf7c?pid=MOBDQ22YUJ8ZFXKW&srno=b_7&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-s-duos-3-sm-g313hrwhins/p/itmdzrdwqpyf37r6?pid=MOBDZRDT6YGX9HVZ&srno=b_8&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-core-2-sm-g355hzwdinu/p/itmdy3h6qhgz2phv?pid=MOBDY3H2W7WMTVCX&srno=b_9&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-star-2-sm-g130e/p/itmdzrdvwqzyyvzn?pid=MOBDZRDTKGJXRGZH&srno=b_10&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-core-2-sm-g355hzkdins/p/itmefyrbshf26gbw?pid=MOBDZB3Q8WJNKVHG&srno=b_11&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-star-advance-sm-g350ezwainu-sm-g350ezwains/p/itmeyfc4vwzwhuva?pid=MOBEYFC44EUDZ9TX&srno=b_12&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
Samsung	/samsung-galaxy-s-duos-3-sm-g313hhahins/p/itmey8vrqvzyjbn2?pid=MOBDZRDTQRSAHE3N&srno=b_13&ref=785dca73-6bc0-4c44-97af-74bc7b8882e7
